chain,event,address,block_number,block_timestamp,block_hash,transaction_hash,transaction_index,log_index,transaction_log_index,supplier,caller,assets,shares,market_id,loan_token,collateral_token,loan_symbol,collateral_symbol,loan_decimals,normalized_assets,price_usd,amount_usd
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,195,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,400571326372,388993665171837733,0xbfed072faee09b963949defcdb91094465c34c6c62d798b906274ef3563c9cac,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x738d1115B90efa71AE468F1287fc864775e23a31,USDC,srUSD,6,400571.326372,0.9997649620685616,400477.17691605596
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,198,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,3480008,3438018286550,0xa3819a7d2aee958ca0e7404137d012b51ea47d051db69d94656956eff8c80c23,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCcE7D12f683c6dAe700154f0BAdf779C0bA1F89A,USDC,PT-syrupUSDC-28AUG2025,6,3.480008,0.9997649620685616,3.479190066118291
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800050,2025-06-28 02:48:47,739594f4b49fffe187680633582bf1798a4fae411e712f9c422c370942ce8d8c,3d12425b8503c45f49973fd8b4815983e77458ae13e32dd1e8f67e63a91623d6,153,420,,0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0,0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0,29732832542346959916,28822604416531982542281827,0xa0534c78620867b7c8706e3b6df9e69a2bc67c783281b7a77e034ed75cee012e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,WETH,ezETH,18,29.73283254234696,1790.8610979237435,53247.37313117029
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800084,2025-06-28 02:55:35,d1e81b3ad3afe32784e826ccdd93623afc450bf28624a9e58d20e49d79588659,d74aaed2b3246f20894f59f8c9f39ae903398bcaed9e21fe0a0de5b9deab2da7,5,68,,0xE89371eAaAC6D46d4C3ED23453241987916224FC,0xE89371eAaAC6D46d4C3ED23453241987916224FC,6300000000000000,6160522590639754698193,0xd0e50cdac92fe2172043f5e0c36532c6369d24947e40968f34a5e8819ca9ec5d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,WETH,wstETH,18,0.0063,1790.8610979237435,11.282424916919584
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800090,2025-06-28 02:56:47,2423b347b894c418fc2b6b2be4641cb690367ffec5de768e06cc5aaa387a0307,69186f79a131d59d5fca013e24c36ce5dba123c7b971f23fea197268d61799ac,70,256,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,94711,94503753698,0x3a3b0aab54883f5b2561d8327fbe234142db4f50f87574cd07daf2ed3fbee01a,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5f2F6324AA5590e408BA892e39ceC4C0afB16068,USDC,PT-iUSD-4SEP2025,6,0.094711,0.9997649620685616,0.09468873932247554
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800121,2025-06-28 03:02:59,11251ed32b9add1e0c6b9749feffdd541b7e1c614411e780954a3a3790cded53,7f143152ef0077d3130710d66171268563f4fc063df932867326991607789d41,134,517,,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,2659214,2603888135397,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x80ac24aA929eaF5013f6436cdA2a7ba190f5Cc0b,USDC,syrupUSDC,6,2.659214,0.9997649620685616,2.6585889838421877
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800121,2025-06-28 03:02:59,11251ed32b9add1e0c6b9749feffdd541b7e1c614411e780954a3a3790cded53,7f143152ef0077d3130710d66171268563f4fc063df932867326991607789d41,134,534,,0xc080f56504e0278828A403269DB945F6c6D6E014,0xc080f56504e0278828A403269DB945F6c6D6E014,174192996497877088,174192996497877088000000,0xfd2d1fa27920a406bdf9f84300f7b4b086dec491a16adb5fdcdb06544ec523a5,0xA0d69E286B938e21CBf7E51D71F6A4c8918f482F,0x0000000000000000000000000000000000000000,eUSD,,18,0.1741929964978771,0.9990185663114828,0.17402203762281032
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800125,2025-06-28 03:03:47,784b6c29489777bea070fcb7f52ac5e23788510ba199945e2075b2189305af99,c1d8ecf6b5c39457b7e82f9f738083924bfb1bcf167f4d1a929045063115c260,104,457,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,5816387762512,5736995332992154362,0x0cf0597c314f60b9e42d4666073014cf4f7cdf72dea45626aa1caad695c74f2a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x833AdaeF212c5cD3f78906B44bBfb18258F238F0,WETH,bbqWSTETH,18,5.816387762512e-06,1790.8610979237435,0.010416342574322467
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800125,2025-06-28 03:03:47,784b6c29489777bea070fcb7f52ac5e23788510ba199945e2075b2189305af99,c1d8ecf6b5c39457b7e82f9f738083924bfb1bcf167f4d1a929045063115c260,104,462,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,14744308045117628201,14520393427312328346499753,0xf0edbb36183591ff28c56fdb283fdd6896cf1298990e5913208902adb87d2b75,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x657d9ABA1DBb59e53f9F3eCAA878447dCfC96dCb,WETH,ynETHx,18,14.744308045117629,1790.8610979237435,26405.00769380524
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800125,2025-06-28 03:03:47,784b6c29489777bea070fcb7f52ac5e23788510ba199945e2075b2189305af99,c1d8ecf6b5c39457b7e82f9f738083924bfb1bcf167f4d1a929045063115c260,104,465,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,6582005243861,6380500090247405461,0xa0534c78620867b7c8706e3b6df9e69a2bc67c783281b7a77e034ed75cee012e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,WETH,ezETH,18,6.582005243861e-06,1790.8610979237435,0.011787457137560747
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,432,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,351712792974,336173275895134422,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1d08E7adC263CfC70b1BaBe6dC5Bb339c16Eec52,USDC,USD0USD0++,6,351712.792974,0.9997649620685616,351630.12712667894
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,437,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,3727810152,3683365892946864,0xfae6c3fca4d2fe61c62d29541e84a728b660a0dbc99217750c1080a8fc7d0e45,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,USDC,PT-eUSDE-14AUG2025,6,3727.810152,0.9997649620685616,3726.9339752130786
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,442,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,131403857269,130198622373943965,0x4005ba6eb7d2221fe58102bd320aa6d83c47b212771bc950ab71c5074d9ab0ec,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x2CA5f2C4300450D53214B00546795c1c07B89acB,USDC,PT-slvlUSD-25SEP2025,6,131403.857269,0.9997649620685616,131372.97237820446
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,447,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,135867095934,133379198176243181,0xbed987dd46049adb1ff34de8ef761a9da3b08890fa7fff629ea9b66d049de823,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xc8CF6D7991f15525488b2A83Df53468D682Ba4B0,USDC,sUSDf,6,135867.095934,0.9997649620685616,135835.16201282115
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,452,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,31154141,30043603048165,0x8e7cc042d739a365c43d0a52d5f24160fa7ae9b7e7c9a479bd02a56041d4cf77,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,USDC,USR,6,31.154141,0.9997649620685616,31.146818595143618
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,457,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,31905616686,31605193154619716,0x60154d71ec96b7aee2864326662cb731172f1ebd6ca0e64af9bc8659831ed0ff,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x19Ebd191f7A24ECE672ba13A302212b5eF7F35cb,USDC,yUSD,6,31905.616686,0.9997649620685616,31898.117655852857
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,462,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,265974435821,261040456986623923,0xbf6687cb042a09451e66ebc11d7716c49fb8ccc75f484f7fab0eed6624bd5838,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x030b69280892c888670EDCDCD8B69Fd8026A0BF3,USDC,mMEV,6,265974.435821,0.9997649620685616,265911.92173978913
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,251,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,100054942793742284370,97494413230021970613874547,0x5f8a138ba332398a9116910f4d5e5dcd9b207024c5290ce5bc87bc2dbd8e4a86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8,WETH,ETH+,18,100.05494279374228,1790.8610979237435,179184.50470429866
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,256,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,5510159908064819658,5406517428029498158961891,0xb7ad412532006bf876534ccae59900ddd9d1d1e394959065cb39b12b22f94ff5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe1B4d34E8754600962Cd944B535180Bd758E6c2e,WETH,agETH,18,5.51015990806482,1790.8610979237435,9867.931022692357
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,261,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,2738616332288660971,2735454063728634117358844,0x8aa8614fca17b7efd787e3677bab78fce4a4928866375e86275001515b1f8114,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x734eec7930bc84eC5732022B9EB949A81fB89AbE,WETH,ETH0,18,2.738616332288661,1790.8610979237435,4904.481451634367
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800265,2025-06-28 03:31:59,2bbec6083cd4f95aeefb8a6171d605b9371be8a68eba51c28399ba907dc6c302,36138fed829b95de4da5987cf0ab7bcd13c7bb43dfa59f98bfacb274156a1af5,57,137,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,18542570000,18542570000000000,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,USDC,,6,18542.57,0.9997649620685616,18538.21179270365
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800271,2025-06-28 03:33:11,b2f2945a17422537a3ba5abe3412a11ddee4a8e538b39e35b39922543151d303,a1a6a2e2216ccfd63809bc27a645c48494036abbc139c61148d64f82a2b1613b,60,197,,0xdef1Fce2df6270Fdf7E1214343BeBbaB8583D43d,0xdef1Fce2df6270Fdf7E1214343BeBbaB8583D43d,379411607000000000000,370524964113005430724472559,0x3f1d5c88c72432b04f2074499fe217468af49ddaa98bcb6ec80b08f76a82c6ec,0xdC035D45d973E3EC169d2276DDab16f1e407384F,0xaaeE1A9723aaDB7afA2810263653A34bA2C21C7a,USDS,Mog,18,379.411607,0.9996916167098236,379.29460280030224
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800273,2025-06-28 03:33:35,1f9f70fce0f1455f49e58e631793b9ca6dcddea371397d2e6e36eaaf7f9fb50a,72449d126e72b5e172e933ecd5339afe7888c84c8187ad5ee7296ae550a42653,57,709,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,7047015024836376409,6831256848276225336742695,0xa0534c78620867b7c8706e3b6df9e69a2bc67c783281b7a77e034ed75cee012e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,WETH,ezETH,18,7.0470150248363765,1790.8610979237435,12620.22506446359
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800273,2025-06-28 03:33:35,1f9f70fce0f1455f49e58e631793b9ca6dcddea371397d2e6e36eaaf7f9fb50a,72449d126e72b5e172e933ecd5339afe7888c84c8187ad5ee7296ae550a42653,57,712,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,5749401284654,5662074425751432537,0xf0edbb36183591ff28c56fdb283fdd6896cf1298990e5913208902adb87d2b75,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x657d9ABA1DBb59e53f9F3eCAA878447dCfC96dCb,WETH,ynETHx,18,5.749401284654e-06,1790.8610979237435,0.010296379097039643
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800288,2025-06-28 03:36:35,78afad7725a0c5e44efe30a6bff809f7832e0f22511284ef2c61da59a62d94c2,3b6ff4e7a0a5a74ecae3b660f81a7a28c5889e4ca821da594ff6f0705e14a6a2,21,18,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,845000000000000000000,823375017390974299527061823,0x5f8a138ba332398a9116910f4d5e5dcd9b207024c5290ce5bc87bc2dbd8e4a86,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8,WETH,ETH+,18,845.0,1790.8610979237435,1513277.6277455632
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800310,2025-06-28 03:40:59,28e77c93dcbbcffb5d1929be65643b1713e5838aab0bdd7811d8828c2c7fb05f,634d2a5fa63797267a79049d164d96bac2f17f6149c02ae798701b94fca7fc0b,81,167,,0x974c8FBf4fd795F66B85B73ebC988A51F1A040a9,0x974c8FBf4fd795F66B85B73ebC988A51F1A040a9,100000000,97919072546602,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x80ac24aA929eaF5013f6436cdA2a7ba190f5Cc0b,USDC,syrupUSDC,6,100.0,0.9997649620685616,99.97649620685615
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800338,2025-06-28 03:46:35,f9186e7838d76e6367ea15a97c59c927084ea3ad94328d9979dcab36ed08dfd5,7758cf59fd34e4fa6d9d5f3d70e306502a8831c95a96062bbb0314b60f9e0125,97,219,,0x4881Ef0BF6d2365D3dd6499ccd7532bcdBCE0658,0x4881Ef0BF6d2365D3dd6499ccd7532bcdBCE0658,100000000000000000000,97533785794676951610172401,0xb8fc70e82bc5bb53e773626fcc6a23f7eefa036918d7ef216ecfb1950a94a85e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,WETH,wstETH,18,100.0,1790.8610979237435,179086.10979237434
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800338,2025-06-28 03:46:35,f9186e7838d76e6367ea15a97c59c927084ea3ad94328d9979dcab36ed08dfd5,7758cf59fd34e4fa6d9d5f3d70e306502a8831c95a96062bbb0314b60f9e0125,97,241,,0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0,0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0,49630000000000000000,48629598376661304438206462,0xba761af4134efb0855adfba638945f454f0a704af11fc93439e20c7c5ebab942,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,WETH,rsETH,18,49.63,1790.8610979237435,88880.4362899554
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,327,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,8120644181,8042502051522020,0xe61a903174169e4897669e9bc4419eb7582b36d1a3d3df633dccab88da6e2ccd,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x207F7205fd6c4b602Fa792C8b2B60e6006D4a0b8,USDC,PT-lvlUSD-25SEP2025,6,8120.644181,0.9997649620685616,8118.73552158975
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,332,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,442575107871,436951248319269973,0xbc552f0b14dd6f8e60b760a534ac1d8613d3539153b4d9675d697e048f2edc7e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,USDC,PT-sUSDE-31JUL2025,6,442575.107871,0.9997649620685616,442471.0859331399
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,337,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,2889835407,2855372171120674,0xfae6c3fca4d2fe61c62d29541e84a728b660a0dbc99217750c1080a8fc7d0e45,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,USDC,PT-eUSDE-14AUG2025,6,2889.835407,0.9997649620685616,2889.156186063741
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,342,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,337883556,337604858031208,0x89613b0381d73cf379c507bf731cd79f9bd06c28372284b7559fc47fb2873ba7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1132065009850C72E27B7950C0f9285d1D103589,USDC,PT-mMEV-31JUL2025,6,337.883556,0.9997649620685616,337.80414054793073
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,347,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,338360174,337407860287883,0x934b5427f2dbcddaddb59e04b8bbb41ef30fb7481eef95366ffa5da4290f1359,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x21aacE56a8F21210b7E76d8eF1a77253Db85BF0a,USDC,PT-fxSAVE-30OCT2025,6,338.360174,0.9997649620685616,338.2806465246219
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,352,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,405425269510,400337636487086709,0x3bdb58058b41bb700458ba3df317e254244ddec7fc35fec93d2d53475cc6ebdc,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCcE7D12f683c6dAe700154f0BAdf779C0bA1F89A,USDC,PT-syrupUSDC-28AUG2025,6,405425.26951,0.9997649620685616,405329.9791933015
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,357,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,356601891965,355472980831486745,0x8a71a66ac828c2b6d4f8accce5859aba0822b502f3833bec4aff09479affffdb,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xB10DA2F9147f9cf2B8826877Cd0c95c18A0f42dc,USDC,PT-cUSDO-20NOV2025,6,356601.891965,0.9997649620685616,356518.07699396554
ethereum,Supply,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800407,2025-06-28 04:00:23,f8f7112ae60e942b6418b70fad5219ef93305ac6a8f119beac63712be822189e,8dfc2dbed7d9360e5d87a0e4c3ce2909574300f9d6b6f46267f6fe176163051b,166,362,,0xd41830d88dfD08678b0B886E0122193d54b02Acc,0xd41830d88dfD08678b0B886E0122193d54b02Acc,2706881393,2676964825000088,0x544b0a093b130a3fb01b72a1279ab848575f049c73da3b5c9c718f9350a1519c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf10A134A987E22ffa9463570A6D1eb92a63Fc178,USDC,PT-csUSDL-31JUL2025,6,2706.881393,0.9997649620685616,2706.2451731967403
