chain,market_id,loan_token,collateral_token,oracle,irm,lltv
ethereum,0xf0edbb36183591ff28c56fdb283fdd6896cf1298990e5913208902adb87d2b75,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x657d9ABA1DBb59e53f9F3eCAA878447dCfC96dCb,0xc28F86C86F79282E2d2A1f45442339C55f7eB22D,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xf78b7d3a62437f78097745a5e3117a50c56a02ec5f072cba8d988a129c6d4fb6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x97Ad75064b20fb2B2447feD4fa953bF7F007a706,0xaE95c514054fe072036035F3AEfc4bF31EA9dEE5,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xf9e56386e74f06af6099340525788eec624fd9c0fc0ad9a647702d3f75e3b6a9,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xbEeFc011e94f43b8B7b455eBaB290C7Ab4E216f1,0xbBCF7d1247583049722c79bA4249bEb188c37a33,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,965000000000000000
ethereum,0xfae6c3fca4d2fe61c62d29541e84a728b660a0dbc99217750c1080a8fc7d0e45,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,0x89703C1bedC64B0B740c5af8bF634745b7B5d863,0x870aC11D48B15DB9a138Cf899d20F13F79Ba00BC,915000000000000000
ethereum,0xfd2d1fa27920a406bdf9f84300f7b4b086dec491a16adb5fdcdb06544ec523a5,0xA0d69E286B938e21CBf7E51D71F6A4c8918f482F,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
base,0x1c21c59df9db44bf6f645d854ee710a8ca17b479451447e9f56758aee10a2fad,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22,0xb40d93F44411D8C09aD17d7F88195eF9b05cCD96,0x46415998764C29aB2a25CbeA6254146D50D22687,860000000000000000
base,0x38c846197ac32a752a60c25d4536ebb0c3920c532e9a859c38c91efb7b8c2abb,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
base,0x45f3b5688e7ba25071f78d1ce51d1b893faa3c86897b12204cdff3af6b3611f8,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x1C2757c1FeF1038428b5bEF062495ce94BBe92b2,0xc8b785c7524E79cF876f18A9035Fc778A40d3bc9,0x46415998764C29aB2a25CbeA6254146D50D22687,860000000000000000
base,0x5a99a8103b9d467c1b8e829e5bb3e41bca6eca4c443abc09911a19b71c598a13,0x60a3E35Cc302bFA44Cb288Bc5a4F316Fdb1adb42,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
base,0x7f90d72667171d72d10d62b5828d6a5ef7254b1e33718fe0c1f7dcf56dd1edc7,0x4200000000000000000000000000000000000006,0xCb327b99fF831bF8223cCEd12B1338FF3aA322Ff,0xD41310aCF5fA54CDd1970155ac32D708B376Dff6,0x46415998764C29aB2a25CbeA6254146D50D22687,915000000000000000
base,0x8793cf302b8ffd655ab97bd1c695dbd967807e8367a65cb2f4edaf1380ba1bda,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x4200000000000000000000000000000000000006,0xFEa2D58cEfCb9fcb597723c6bAE66fFE4193aFE4,0x46415998764C29aB2a25CbeA6254146D50D22687,860000000000000000
base,0x9103c3b4e834476c9a62ea009ba2c884ee42e94e6e314a26f04d312434191836,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x663BECd10daE6C4A3Dcd89F1d76c1174199639B9,0x46415998764C29aB2a25CbeA6254146D50D22687,860000000000000000
base,0xa4e2843486610e6851f4e0a8fcdee819958598c71c7e99b0315904ccf162ddc3,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x04C0599Ae5A44757c0af6F9eC3b93da8976c150A,0x9DBcd79e1f47D95DE6F211bFB610f082Fc584406,0x46415998764C29aB2a25CbeA6254146D50D22687,770000000000000000
base,0xc9658cac13a9b9b5c1ebaa8ce19c735283cc761ff528d149a7221047bb7fab45,0xCfA3Ef56d303AE4fAabA0592388F19d7C3399FB4,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x2dD12a50b4f60e09Ab1b6B42fBcD241AEf36C78e,0x46415998764C29aB2a25CbeA6254146D50D22687,860000000000000000
base,0xdba352d93a64b17c71104cbddc6aef85cd432322a1446b5b65163cbbc615cd0c,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22,0x4756c26E01E61c7c2F86b10f4316e179db8F9425,0x46415998764C29aB2a25CbeA6254146D50D22687,860000000000000000
base,0xe04a6c17bd59c9fcbc2bcf0035be0e78974f2741b15dc079635e2f0137d38f2c,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
base,0xe920c120b2e1c79e9f97c5219ab092f96e06ed0b58882737fe863b029395f36f,0x4200000000000000000000000000000000000006,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,0
