chain,event,address,block_number,block_timestamp,block_hash,transaction_hash,transaction_index,log_index,transaction_log_index,on_behalf,caller,receiver,assets,shares,market_id,loan_token,collateral_token,loan_symbol,collateral_symbol,loan_decimals,normalized_assets
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,120,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,238713982043,230000906599389479,0x83b7ad16905809ea36482f4fbf6cfee9c9f316d128de9a5da1952607d5e4df5e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xbEeFc011e94f43b8B7b455eBaB290C7Ab4E216f1,USDC,csUSDL,6,238713.982043
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,125,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,180007902611,178357606553128594,0x4005ba6eb7d2221fe58102bd320aa6d83c47b212771bc950ab71c5074d9ab0ec,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x2CA5f2C4300450D53214B00546795c1c07B89acB,USDC,PT-slvlUSD-25SEP2025,6,180007.902611
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,130,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,7583246575,7482381904199098,0x10b401f4254a7039b7168c5a614c81ea8be698186cfb33aa56ac2adbcf0e88f9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf736acF34FF7Cd9B3565b73a1f15E652859bF322,USDC,PT-RUSD-31JUL2025,6,7583.246575
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,135,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,4922583974,4875253872452658,0xe61a903174169e4897669e9bc4419eb7582b36d1a3d3df633dccab88da6e2ccd,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x207F7205fd6c4b602Fa792C8b2B60e6006D4a0b8,USDC,PT-lvlUSD-25SEP2025,6,4922.583974
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,140,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,1728779707,1726020956590396,0xef2c308b5abecf5c8750a1aa82b47c558005feb7a03f4f8e1ad682d71ac8d0ba,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x238a700eD6165261Cf8b2e544ba797BC11e466Ba,USDC,mF-ONE,6,1728.779707
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,145,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,15092812,14267477794514,0x27852bb453d4fe6ec918dd27b7136bb233d210aab1758a59ed8daaeec24f7b3d,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x386AE941D4262B0Ee96354499dF2ab8442734EC0,USDC,PT-sUSDE-27FEB2025,6,15.092812
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800044,2025-06-28 02:47:35,784f1849232453f11f6264d4f0f9cb1655cad62cf36c80a92d02232a79ed64df,378b9b717b6dcf08df431d593ef46249df10c07102a33672800c9665f9047c6c,23,150,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,679342,655128490211,0x8e7cc042d739a365c43d0a52d5f24160fa7ae9b7e7c9a479bd02a56041d4cf77,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,USDC,USR,6,0.679342
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800045,2025-06-28 02:47:47,5adf53abc1f49a5f192f3dae6a406823d46993305f0ae5449ccafac0c6a63486,cf402ccc40d7d241b92f81f98b1cc12471b5452fcfb34d0af538f705d7605191,9,68,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,5013260217213644109,4937135198529932250817285,0xf0edbb36183591ff28c56fdb283fdd6896cf1298990e5913208902adb87d2b75,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x657d9ABA1DBb59e53f9F3eCAA878447dCfC96dCb,WETH,ynETHx,18,5.013260217213644
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800046,2025-06-28 02:47:59,bfc1d592f58960cc88b62c10288d28b7fc5eeade935dd523d1aa29b52dad311b,ca6203ff6e2a86aeba2a3e45b8d9f21fdd553f8fd8ecfc76fdb43641a932e960,0,6,,0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,1000000000,988082077818824,0xfae6c3fca4d2fe61c62d29541e84a728b660a0dbc99217750c1080a8fc7d0e45,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,USDC,PT-eUSDE-14AUG2025,6,1000.0
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800050,2025-06-28 02:48:47,739594f4b49fffe187680633582bf1798a4fae411e712f9c422c370942ce8d8c,3d12425b8503c45f49973fd8b4815983e77458ae13e32dd1e8f67e63a91623d6,153,415,,0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0,0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0,0x78Fc2c2eD1A4cDb5402365934aE5648aDAd094d0,29732832542346959916,28955542224664636450595296,0x2287407f0f42ad5ad224f70e4d9da37f02770f79959df703d6cfee8afc548e0d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7122985656e38BDC0302Db86685bb972b145bD3C,WETH,STONE,18,29.73283254234696
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800090,2025-06-28 02:56:47,2423b347b894c418fc2b6b2be4641cb690367ffec5de768e06cc5aaa387a0307,69186f79a131d59d5fca013e24c36ce5dba123c7b971f23fea197268d61799ac,70,251,,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,0xBEeFFF209270748ddd194831b3fa287a5386f5bC,94711,88747360811,0x718af3af39b183758849486340b69466e3e89b84b7884188323416621ee91cb7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,USDC,UNI,6,0.094711
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800121,2025-06-28 03:02:59,11251ed32b9add1e0c6b9749feffdd541b7e1c614411e780954a3a3790cded53,7f143152ef0077d3130710d66171268563f4fc063df932867326991607789d41,134,503,,0xA8875aaeBc4f830524e35d57F9772FfAcbdD6C45,0xA8875aaeBc4f830524e35d57F9772FfAcbdD6C45,0xA8875aaeBc4f830524e35d57F9772FfAcbdD6C45,2821762,2821762000000,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,USDC,,6,2.821762
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800125,2025-06-28 03:03:47,784b6c29489777bea070fcb7f52ac5e23788510ba199945e2075b2189305af99,c1d8ecf6b5c39457b7e82f9f738083924bfb1bcf167f4d1a929045063115c260,104,452,,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,0xbEEF36A5C1372F8D7d211527FCE9f83FE02d8A73,14744320443510634574,14292929652130035045213606,0xa0534c78620867b7c8706e3b6df9e69a2bc67c783281b7a77e034ed75cee012e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,WETH,ezETH,18,14.744320443510635
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800129,2025-06-28 03:04:35,0f51b10ac2e1584e23664477d24abd93198674870e89986ed2a6692d03a3488a,38dd367e48236edb82ae84b83c3c7fcf9f3d31beacb556e95f42a477ccc7b6be,53,195,,0xA0804346780b4c2e3bE118ac957D1DB82F9d7484,0xA0804346780b4c2e3bE118ac957D1DB82F9d7484,0xA0804346780b4c2e3bE118ac957D1DB82F9d7484,101961788,100901252073889,0x83e10b446f0f2013bb5417fbab8de0371808da605d9d88bdd3ad9de4e7303048,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,USDT,PT-sUSDE-31JUL2025,6,101.961788
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800159,2025-06-28 03:10:35,17c459be74f7d9baf74c482ea6e178aec5fb68e1973a340115f9fa53ed61b17b,c3b6c70e9c3361e9e6fa15c30f221bf368f1b23c9007a201b190f6068ffe3e70,55,94,,0x000001ac4e512d670c34feDf6c71cE2F49fb160a,0x000001ac4e512d670c34feDf6c71cE2F49fb160a,0x000001ac4e512d670c34feDf6c71cE2F49fb160a,50007622096714591497977,49649118228023100611174064242,0x972e8cd51940dd0311b7b6f5adeb86bc7563e3c7502c5d2c00b200195cb89f39,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,0x742B4166878Bfd339Db65a29a17E49b81a6B6Aac,USR,PT-RLP-4SEP2025,18,50007.62209671459
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800184,2025-06-28 03:15:47,f34165fc4d05273efe10a345a291942e1d9c7d6ae4106f9a62666e82bc552d0e,36e296612a4b0264c9522f99a817eee3d0c468709326c583aa07f45fddefc6e4,95,191,,0xbEef047a543E45807105E51A8BBEFCc5950fcfBa,0xbEef047a543E45807105E51A8BBEFCc5950fcfBa,0xbEef047a543E45807105E51A8BBEFCc5950fcfBa,2000000000,1983065476285984,0xf9e56386e74f06af6099340525788eec624fd9c0fc0ad9a647702d3f75e3b6a9,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xbEeFc011e94f43b8B7b455eBaB290C7Ab4E216f1,USDT,csUSDL,6,2000.0
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800188,2025-06-28 03:16:35,6f104c82ad2c3ec2f27fdec2ae0252ed083a20afed2db7dda21169d6d1efae0c,25635888be1f7e4e814a097bc7594e9f9c49cdbd37eae3e562a19de465a12ce6,108,212,,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,0xc582F04d8a82795aa2Ff9c8bb4c1c889fe7b754e,8816973,8437018017204,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4956b52aE2fF65D74CA2d61207523288e4528f96,USDC,RLP,6,8.816973
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800188,2025-06-28 03:16:35,6f104c82ad2c3ec2f27fdec2ae0252ed083a20afed2db7dda21169d6d1efae0c,25635888be1f7e4e814a097bc7594e9f9c49cdbd37eae3e562a19de465a12ce6,108,222,,0x777791C4d6DC2CE140D00D2828a7C93503c67777,0x777791C4d6DC2CE140D00D2828a7C93503c67777,0x777791C4d6DC2CE140D00D2828a7C93503c67777,5290183,5290183000000,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000000,USDC,,6,5.290183
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800197,2025-06-28 03:18:23,04f300bcd5fd5af4c0add22484a4e6b69c52ecd17122f46f01e8d3f6b37914b2,4580b4bf6d316fbc0c0c3ff5557b9d3cf964f96e1b4b4d7be125ca35e44ae939,17,120,,0x95EeF579155cd2C5510F312c8fA39208c3Be01a8,0x95EeF579155cd2C5510F312c8fA39208c3Be01a8,0x95EeF579155cd2C5510F312c8fA39208c3Be01a8,4167824274,3677395294289184,0xdc5333039bcf15f1237133f74d5806675d83d9cf19cfd4cfdd9be674842651bf,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x9D39A5DE30e57443BfF2A8307A4256c8797A3497,USDT,sUSDe,6,4167.824274
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800206,2025-06-28 03:20:11,67af0389269333cb2971b9bc4f82bc9bb9da51b45298fe2eef98ee0a12485e18,677b501b5cc7aeae7879d0cd28be09dc2acd40f93a1b157e802a455f9b5bc0d1,21,146,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,126838422817,121234479011025634,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x1d08E7adC263CfC70b1BaBe6dC5Bb339c16Eec52,USDC,USD0USD0++,6,126838.422817
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,382,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,186313318207,180927584715146520,0xbfed072faee09b963949defcdb91094465c34c6c62d798b906274ef3563c9cac,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x738d1115B90efa71AE468F1287fc864775e23a31,USDC,srUSD,6,186313.318207
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,387,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,141383883771,139389378128779111,0x8b1bc4d682b04a16309a8adf77b35de0c42063a7944016cfc37a79ccac0007b6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4737D9b4592B40d51e110b94c9C043c6654067Ae,USDC,slvlUSD,6,141383.883771
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,392,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,134258369762,131182973245642894,0x0f9563442d64ab3bd3bcb27058db0b0d4046a4c46f0acd811dacae9551d2b129,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5C5b196aBE0d54485975D1Ec29617D42D9198326,USDC,sdeUSD,6,134258.369762
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,397,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,116969730789,115677411050176851,0x544b0a093b130a3fb01b72a1279ab848575f049c73da3b5c9c718f9350a1519c,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf10A134A987E22ffa9463570A6D1eb92a63Fc178,USDC,PT-csUSDL-31JUL2025,6,116969.730789
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,402,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,106318764263,104106515272456776,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x80ac24aA929eaF5013f6436cdA2a7ba190f5Cc0b,USDC,syrupUSDC,6,106318.764263
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,407,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,83605982567,80003018744965193,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4956b52aE2fF65D74CA2d61207523288e4528f96,USDC,RLP,6,83605.982567
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,412,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,72583531635,72354040419110992,0x8a71a66ac828c2b6d4f8accce5859aba0822b502f3833bec4aff09479affffdb,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xB10DA2F9147f9cf2B8826877Cd0c95c18A0f42dc,USDC,PT-cUSDO-20NOV2025,6,72583.531635
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,417,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,40204342317,39693615771719845,0xbc552f0b14dd6f8e60b760a534ac1d8613d3539153b4d9675d697e048f2edc7e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,USDC,PT-sUSDE-31JUL2025,6,40204.342317
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,422,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,38890217105,37281185111091049,0x5f5bfaa51137098abc90b249c93b6051987877ada76135bb3dd7502b10d184a3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x7C1156E515aA1A2E851674120074968C905aAF37,USDC,lvlUSD,6,38890.217105
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800234,2025-06-28 03:25:47,7d4e981e4ce06d5297da9e7d482f378c9875f2569903deb5d0b614cd9c86abea,98c4621557371e3aa5a447c6bdb8cb01b57aef60212fc2cf893887813c5c97db,109,427,,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,0xd63070114470f685b75B74D60EEc7c1113d33a3D,94622561,93480462800012,0xa3819a7d2aee958ca0e7404137d012b51ea47d051db69d94656956eff8c80c23,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCcE7D12f683c6dAe700154f0BAdf779C0bA1F89A,USDC,PT-syrupUSDC-28AUG2025,6,94.622561
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,216,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,21833039447150350897,21164585045765233835012238,0xa0534c78620867b7c8706e3b6df9e69a2bc67c783281b7a77e034ed75cee012e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,WETH,ezETH,18,21.83303944715035
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,221,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,21575618517401242562,21011544562846195595701320,0x2287407f0f42ad5ad224f70e4d9da37f02770f79959df703d6cfee8afc548e0d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7122985656e38BDC0302Db86685bb972b145bD3C,WETH,STONE,18,21.575618517401242
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,226,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,18949575164733163254,18482248457007317792176724,0xb8fc70e82bc5bb53e773626fcc6a23f7eefa036918d7ef216ecfb1950a94a85e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,WETH,wstETH,18,18.94957516473316
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,231,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,18754957451849285091,18339722826799929336416559,0xd0e50cdac92fe2172043f5e0c36532c6369d24947e40968f34a5e8819ca9ec5d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,WETH,wstETH,18,18.754957451849286
ethereum,Withdraw,0xBBBBBbbBBb9cC5e90e3b3Af64bdAF62C37EEFFCb,22800257,2025-06-28 03:30:23,bdd1b34f65f0b53c791bbd46c1ef17c6e6959f33bbbbe7cdc15b395735bc113c,d635d8859e271cd64d8a99f44abe55fc9a329f86bfd504eebb8960167961f9cb,105,236,,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,0x9a8bC3B04b7f3D87cfC09ba407dCED575f2d61D8,12958915948111114712,12697705576054444073484916,0xba761af4134efb0855adfba638945f454f0a704af11fc93439e20c7c5ebab942,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,WETH,rsETH,18,12.958915948111114
